bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
105	NM_029682	chr19	+	34192228	34240333	34220236	34240073	11	34192228,34220186,34226541,34230092,34231430,34233960,34235209,34236275,34238775,34239502,34240016,	34192631,34220266,34226759,34230168,34231526,34234318,34235334,34236413,34238888,34239602,34240333,	0	Stambpl1	cmpl	cmpl	-1,0,0,2,0,0,1,0,0,2,0,
103	NM_144792	chr19	-	32122726	32388512	32124344	32160164	10	32122726,32125225,32129540,32142745,32159523,32223508,32247993,32289540,32351944,32388219,	32124524,32125392,32129694,32142863,32160363,32223590,32248036,32289631,32352023,32388512,	0	Sgms1	cmpl	cmpl	0,1,0,2,0,-1,-1,-1,-1,-1,
807	NR_029778	chr19	+	29135278	29135375	29135375	29135375	1	29135278,	29135375,	0	Mir101b	unk	unk	-1,
81	NM_001039959	chr19	+	8989283	9076926	9000099	9076583	6	8989283,8999661,9000099,9000675,9037158,9076575,	8989429,8999772,9000256,9000863,9037258,9076926,	0	Ahnak	cmpl	cmpl	-1,-1,0,1,0,1,
678	NM_001011788	chr19	-	12228518	12229562	12228518	12229562	1	12228518,	12229562,	0	Olfr1432	cmpl	cmpl	0,
86	NM_001302951	chr19	-	14448071	14597213	14449733	14597127	20	14448071,14451642,14452063,14452419,14453578,14454740,14464308,14464743,14465285,14466548,14467179,14468151,14516358,14517771,14544787,14564388,14594383,14595589,14596756,14597088,	14449841,14451719,14452214,14452567,14453826,14454990,14464385,14464937,14465418,14466701,14467233,14468271,14516375,14517976,14544862,14564451,14594428,14595653,14596854,14597213,	0	Tle4	cmpl	cmpl	0,1,0,2,0,2,0,1,0,0,0,0,1,0,0,0,0,2,0,0,
84	NM_001025307	chr19	-	11775117	11819403	11777092	11818721	11	11775117,11777087,11782799,11785389,11785684,11786524,11788168,11789556,11791745,11803493,11818691,	11776588,11777170,11782910,11785524,11785758,11786633,11788236,11789631,11791845,11803577,11819403,	0	Stx3	cmpl	cmpl	-1,0,0,0,1,0,1,1,0,0,0,
793	NR_167732	chr19	+	27344748	27356409	27356409	27356409	3	27344748,27347276,27356251,	27344855,27347545,27356409,	0	Gm35554	unk	unk	-1,-1,-1,
877	NR_168068	chr19	+	38348699	38349608	38349608	38349608	2	38348699,38349083,	38348843,38349608,	0	Gm32960	unk	unk	-1,-1,
877	NR_168254	chr19	+	38348699	38349608	38349608	38349608	3	38348699,38349083,38349250,	38348843,38349155,38349608,	0	Gm32960	unk	unk	-1,-1,-1,
878	NR_166900	chr19	+	38458581	38465348	38465348	38465348	2	38458581,38463319,	38458795,38465348,	0	Gm46666	unk	unk	-1,-1,
925	NR_167899	chr19	-	44685752	44695480	44695480	44695480	2	44685752,44695247,	44687643,44695480,	0	Gm26644	unk	unk	-1,-1,
677	NM_146682	chr19	-	12119720	12120674	12119720	12120674	1	12119720,	12120674,	0	Olfr76	cmpl	cmpl	0,
717	NM_173442	chr19	-	17326140	17356667	17329072	17330359	3	17326140,17333109,17356556,	17330488,17333256,17356667,	0	Gcnt1	cmpl	cmpl	0,-1,-1,
661	NM_021890	chr19	+	10041547	10059671	10041731	10057936	12	10041547,10052201,10052835,10054019,10054226,10054605,10055106,10055596,10055990,10056216,10056424,10057884,	10041956,10052312,10053033,10054121,10054349,10054666,10055183,10055694,10056087,10056296,10056550,10059671,	0	Fads3	cmpl	cmpl	0,0,0,0,0,0,1,0,2,0,2,2,
1006	NM_027976	chr19	+	55253368	55296628	55268672	55295513	22	55253368,55268643,55272768,55277906,55278080,55279463,55280440,55281335,55281449,55282472,55283307,55284402,55287827,55288804,55291145,55291417,55291772,55293586,55294201,55294832,55295372,55296365,	55254166,55268828,55272877,55277971,55278182,55279563,55280619,55281368,55281501,55282546,55283385,55284537,55287962,55288900,55291218,55291506,55291889,55293730,55294303,55294904,55295522,55296628,	0	Acsl5	cmpl	cmpl	-1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,
14	NM_145502	chr19	-	44034942	44069686	44036926	44069384	11	44034942,44039172,44040746,44047634,44049121,44056121,44059050,44061842,44063018,44067599,44069271,	44037148,44039252,44040836,44047726,44049180,44056195,44059176,44061904,44063065,44067681,44069686,	0	Erlin1	cmpl	cmpl	0,1,1,2,0,1,1,2,0,2,0,
77	NM_134164	chr19	-	4445907	4477143	4447686	4467940	8	4445907,4450928,4452276,4453764,4456494,4460616,4467906,4476934,	4447860,4451062,4452397,4453980,4456887,4460810,4467963,4477143,	0	Syt12	cmpl	cmpl	0,1,0,0,0,1,0,-1,
623	NM_134155	chr19	+	5041362	5049912	5045899	5049414	10	5041362,5045892,5046135,5046393,5046649,5046814,5047391,5048508,5048992,5049406,	5041490,5046038,5046226,5046521,5046729,5046911,5047484,5048573,5049032,5049912,	0	Brms1	cmpl	cmpl	-1,0,1,2,1,0,1,1,0,1,
629	NM_134154	chr19	+	5877821	5885768	5878654	5884991	6	5877821,5879848,5880084,5880439,5884344,5884722,	5878691,5879892,5880156,5880625,5884603,5885768,	0	Slc25a45	cmpl	cmpl	0,1,0,0,0,1,
682	NM_134152	chr19	+	12798578	12833813	12798666	12833354	9	12798578,12803932,12811219,12819335,12823943,12824798,12825089,12832607,12833084,	12798679,12804090,12811266,12819435,12824111,12824972,12825171,12832756,12833813,	0	Lpxn	cmpl	cmpl	0,1,0,2,0,0,0,1,0,
678	NM_146414	chr19	+	12209567	12210506	12209567	12210506	1	12209567,	12210506,	0	Olfr1431	cmpl	cmpl	0,
638	NM_026675	chr19	-	6993018	6996037	6993043	6995718	6	6993018,6993432,6993661,6994670,6995241,6996007,	6993202,6993526,6993759,6994769,6995735,6996037,	0	Nudt22	cmpl	cmpl	0,2,0,0,0,-1,
626	NM_027877	chr19	-	5482560	5488379	5482962	5488122	16	5482560,5483107,5483454,5483634,5483929,5484112,5484858,5485038,5485257,5485487,5486028,5486279,5486486,5487024,5487761,5487987,	5483029,5483191,5483558,5483763,5484025,5484229,5484956,5485160,5485353,5485625,5486114,5486348,5486588,5487107,5487891,5488379,	0	Mus81	cmpl	cmpl	2,2,0,0,0,0,1,2,2,2,0,0,0,1,0,0,
640	NM_054048	chr19	+	7267393	7275225	7268961	7274657	13	7267393,7268850,7269764,7270100,7270553,7270697,7270969,7271192,7271338,7273099,7273832,7274019,7274342,	7267424,7269088,7269821,7270181,7270606,7270859,7271094,7271262,7271554,7273177,7273890,7274249,7275225,	0	Rcor2	cmpl	cmpl	-1,0,1,1,1,0,0,2,0,0,0,1,0,
651	NM_026325	chr19	-	8772521	8774467	8772672	8774430	5	8772521,8773027,8773289,8773504,8774334,	8772834,8773106,8773424,8773692,8774467,	0	Tmem179b	cmpl	cmpl	0,2,2,0,0,
623	NM_026553	chr19	+	5088537	5092879	5088717	5092448	8	5088537,5089418,5089771,5090003,5091367,5091540,5092128,5092301,	5088748,5089630,5089876,5090082,5091425,5091696,5092222,5092879,	0	Yif1a	cmpl	cmpl	0,1,0,0,1,2,2,0,
940	NM_001355233	chr19	-	46531108	46573182	46541468	46573042	7	46531108,46541442,46542351,46543481,46551572,46558237,46573039,	46531386,46541510,46542537,46543532,46551689,46558381,46573182,	0	Arl3	cmpl	cmpl	-1,0,0,0,0,0,0,
668	NM_134129	chr19	+	10895230	10909559	10895449	10905132	16	10895230,10897502,10897816,10898982,10899204,10899369,10900174,10900323,10900689,10900926,10902343,10902701,10902967,10903290,10903637,10905034,	10895468,10897652,10897893,10899124,10899278,10899432,10900216,10900398,10900765,10901036,10902499,10902771,10903053,10903461,10903743,10909559,	0	Prpf19	cmpl	cmpl	0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,
674	NM_133353	chr19	-	11667459	11691051	11667689	11691017	5	11667459,11668296,11687334,11688666,11690941,	11667822,11668416,11687432,11688848,11691051,	0	Oosp1	cmpl	cmpl	2,2,0,1,0,
899	NM_133352	chr19	-	41210841	41264004	41215071	41263854	15	41210841,41217100,41217347,41218169,41221236,41223083,41232342,41234680,41238677,41240576,41245443,41246642,41247905,41256144,41263758,	41215139,41217177,41217431,41218316,41221305,41223223,41232473,41234775,41238844,41240708,41245521,41246803,41248028,41256340,41264004,	0	Tm9sf3	cmpl	cmpl	1,2,2,2,2,0,1,2,0,0,0,1,1,0,0,
761	NR_035423	chr19	+	23149430	23149551	23149551	23149551	1	23149430,	23149551,	0	Mir1192	unk	unk	-1,
637	NM_001379536	chr19	-	6938069	6940979	6938369	6940438	5	6938069,6938755,6939011,6939260,6940351,	6938529,6938874,6939140,6939410,6940979,	0	Gpr137	cmpl	cmpl	2,0,0,0,0,
637	NM_001379535	chr19	-	6938069	6941477	6938369	6940438	6	6938069,6938755,6939011,6939260,6940351,6941091,	6938529,6938874,6939140,6939410,6940482,6941477,	0	Gpr137	cmpl	cmpl	2,0,0,0,0,-1,
637	NM_001379534	chr19	-	6938069	6940979	6938369	6940839	6	6938069,6938755,6939011,6939260,6939528,6940351,	6938529,6938874,6939140,6939410,6939754,6940979,	0	Gpr137	cmpl	cmpl	2,0,0,0,2,0,
632	NM_001379529	chr19	+	6164438	6172475	6165138	6171995	3	6164438,6166467,6171305,	6165168,6166572,6172475,	0	Batf2	cmpl	cmpl	0,0,0,
631	NM_133678	chr19	-	6116003	6118586	6116093	6118586	2	6116003,6117796,	6116587,6118586,	0	Sac3d1	cmpl	cmpl	1,0,
108	NM_027314	chr19	+	37207544	37224457	37207869	37221506	6	37207544,37210670,37217182,37220302,37220638,37221389,	37207904,37210873,37217313,37220486,37220805,37224457,	0	Marchf5	cmpl	cmpl	0,2,1,0,1,0,
727	NM_001377055	chr19	+	18670758	18707201	18671388	18704060	7	18670758,18677687,18679103,18690229,18691416,18693648,18704019,	18671435,18677883,18679267,18690370,18691595,18693762,18707201,	0	Carnmt1	cmpl	cmpl	0,2,0,2,2,1,1,
727	NM_001377054	chr19	+	18670758	18707201	18671423	18704060	7	18670758,18677687,18679103,18690229,18691416,18693648,18704019,	18671491,18677883,18679267,18690370,18691595,18693762,18707201,	0	Carnmt1	cmpl	cmpl	0,2,0,2,2,1,1,
632	NM_028967	chr19	+	6164438	6172475	6164514	6171995	3	6164438,6166467,6171305,	6164553,6166572,6172475,	0	Batf2	cmpl	cmpl	0,0,0,
944	NM_133746	chr19	-	47132231	47138294	47132756	47135903	3	47132231,47135348,47137904,	47133173,47136065,47138294,	0	Calhm2	cmpl	cmpl	0,0,-1,
938	NR_030468	chr19	+	46342761	46342870	46342870	46342870	1	46342761,	46342870,	0	Mir146b	unk	unk	-1,
668	NM_001379527	chr19	-	10962289	10974700	10962391	10968765	8	10962289,10964035,10964661,10965757,10967067,10968121,10968591,10974618,	10962402,10964129,10964772,10965889,10967124,10968241,10968787,10974700,	0	Ms4a10	cmpl	cmpl	1,0,0,0,0,0,0,-1,
615	NM_028545	chr19	+	3958807	3970438	3958875	3969947	10	3958807,3963838,3964467,3964816,3965055,3965253,3965632,3966371,3968441,3969762,	3958913,3964001,3964578,3964937,3965141,3965335,3966019,3966538,3968541,3970438,	0	Aldh3b3	cmpl	cmpl	0,2,0,0,1,0,1,1,0,1,
938	NM_028627	chr19	-	46312086	46327156	46312698	46324929	18	46312086,46313301,46313653,46314175,46314462,46314612,46316032,46319473,46319657,46320250,46320526,46320768,46322055,46323127,46323913,46324275,46326166,46327083,	46312929,46313445,46313798,46314333,46314533,46314803,46316076,46319563,46319716,46320363,46320607,46320963,46322496,46323482,46324016,46325013,46326222,46327156,	0	Psd	cmpl	cmpl	0,0,2,0,1,2,0,0,1,2,2,2,2,1,0,0,-1,-1,
762	NM_153808	chr19	-	23206440	23273897	23208827	23273818	24	23206440,23210250,23210423,23213750,23214065,23214641,23218404,23228173,23228914,23231557,23231818,23233962,23235873,23238884,23242635,23243854,23254676,23257487,23259646,23261332,23263603,23265665,23268726,23273633,	23208968,23210346,23210603,23213870,23214170,23214740,23218530,23228296,23229038,23231727,23231992,23234095,23235968,23238998,23242790,23244110,23254748,23257649,23259787,23261467,23263766,23265718,23268868,23273897,	0	Smc5	cmpl	cmpl	0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,2,0,2,0,
610	NM_172252	chr19	+	3283041	3292837	3283071	3292521	7	3283041,3284759,3285309,3286874,3287702,3288983,3292435,	3283171,3284817,3285395,3287038,3287755,3289087,3292837,	0	Mrpl21	cmpl	cmpl	0,1,2,1,0,2,1,
629	NR_002847	chr19	-	5795689	5802672	5802672	5802672	1	5795689,	5802672,	0	Malat1	unk	unk	-1,
627	NM_026616	chr19	+	5601872	5602959	5601908	5602850	4	5601872,5602192,5602449,5602823,	5602080,5602374,5602569,5602959,	0	Rnaseh2c	cmpl	cmpl	0,1,0,0,
632	NR_029720	chr19	+	6264843	6264932	6264932	6264932	1	6264843,	6264932,	0	Mir192	unk	unk	-1,
129	NM_175172	chr19	-	58973357	59076069	58975196	59075512	15	58973357,58999892,59003839,59009764,59015526,59018804,59022175,59028154,59032172,59035043,59038221,59041861,59050833,59060630,59075454,	58975208,58999946,59003949,59009847,59015626,59018958,59022322,59028249,59032254,59035141,59038390,59041956,59050894,59060683,59076069,	0	Shtn1	cmpl	cmpl	0,0,1,2,1,0,0,1,0,1,0,1,0,1,0,
675	NM_001011775	chr19	-	11870145	11871305	11870182	11871214	1	11870145,	11871305,	0	Olfr1419	cmpl	cmpl	0,
617	NR_132308	chr19	+	4214424	4233632	4233632	4233632	4	4214424,4220177,4232747,4233213,	4214500,4220344,4232859,4233632,	0	Gm45928	unk	unk	-1,-1,-1,-1,
617	NR_132309	chr19	+	4214424	4233632	4233632	4233632	4	4214424,4232462,4232747,4233213,	4214500,4232552,4232859,4233632,	0	Gm45928	unk	unk	-1,-1,-1,-1,
625	NR_166897	chr19	-	5305877	5307103	5307103	5307103	2	5305877,5306919,	5306133,5307103,	0	Gm42064	unk	unk	-1,-1,
907	NM_001141983	chr19	+	42247577	42270348	42256171	42268462	7	42247577,42249989,42255890,42263328,42266750,42266976,42268351,	42247636,42250091,42256183,42263454,42266903,42267078,42270348,	0	Golga7b	cmpl	cmpl	-1,-1,0,0,0,0,0,
992	NM_001356986	chr19	-	53379213	53390041	53380463	53389422	6	53379213,53381240,53383556,53384453,53389302,53389862,	53380601,53381394,53383718,53384596,53389422,53390041,	0	Smndc1	cmpl	cmpl	0,2,2,0,0,-1,
80	NM_001013820	chr19	-	8062208	8131982	8062347	8131776	10	8062208,8063286,8064446,8070995,8071812,8101369,8116736,8116994,8130195,8131374,	8062408,8063490,8064555,8071210,8071928,8101493,8116905,8117149,8130299,8131982,	0	Slc22a28	cmpl	cmpl	2,2,1,2,0,2,1,2,0,0,
1018	NM_001002241	chr19	+	56830711	56870012	56831069	56866642	25	56830711,56834405,56837641,56839074,56841309,56842214,56842537,56843144,56843762,56844876,56848604,56848882,56849898,56851325,56851892,56855285,56855969,56858404,56860265,56861673,56864271,56865774,56866424,56866549,56868702,	56831373,56834464,56837786,56839180,56841373,56842319,56842720,56843288,56843934,56844963,56848772,56848990,56850069,56851565,56852030,56855396,56856140,56858674,56860385,56861790,56864439,56866002,56866471,56866642,56870012,	0	Tdrd1	cmpl	cmpl	0,1,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,
123	NM_001008543	chr19	+	53330407	53373293	53331385	53371736	6	53330407,53331350,53346450,53369541,53370189,53371572,	53330600,53331483,53346480,53369656,53370361,53373293,	0	Mxi1	cmpl	cmpl	-1,0,2,2,0,1,
123	NM_001008542	chr19	+	53310505	53373293	53310699	53371736	6	53310505,53331350,53346450,53369541,53370189,53371572,	53310973,53331483,53346480,53369656,53370361,53373293,	0	Mxi1	cmpl	cmpl	0,1,2,2,0,1,
628	NM_181452	chr19	-	5728086	5729666	5728589	5729527	2	5728086,5729236,	5728868,5729666,	0	Fam89b	cmpl	cmpl	0,0,
115	NM_181422	chr19	-	44147636	44192442	44148506	44192274	15	44147636,44149152,44149528,44150411,44152032,44152363,44153658,44154063,44154423,44155447,44155840,44157051,44157636,44191420,44192039,	44148548,44149276,44149647,44150529,44152154,44152462,44153779,44154245,44154594,44155676,44156065,44157305,44157764,44191534,44192442,	0	Pkd2l1	cmpl	cmpl	0,2,0,2,0,0,2,0,0,2,2,0,1,1,0,
12	NM_175459	chr19	-	28258850	28680077	28262978	28666140	11	28258850,28263861,28283651,28298777,28317253,28354205,28357790,28530872,28540200,28665752,28679595,	28263115,28264044,28283827,28298946,28317413,28354316,28357952,28531986,28540408,28666236,28680077,	0	Glis3	cmpl	cmpl	1,1,2,1,0,0,0,2,1,0,-1,
129	NM_175199	chr19	-	58795750	58860984	58799360	58860889	12	58795750,58800812,58804465,58805400,58806025,58809449,58820999,58822063,58825250,58827555,58828252,58860846,	58799998,58800916,58804724,58805505,58806112,58809621,58821116,58822168,58825437,58827680,58828338,58860984,	0	Hspa12a	cmpl	cmpl	1,2,1,1,1,0,0,0,2,0,1,0,
633	NR_122118	chr19	+	6363689	6378038	6378038	6378038	12	6363689,6365663,6371266,6371617,6372024,6372300,6372517,6373572,6374009,6374548,6374718,6375657,	6364118,6365792,6371419,6371707,6372208,6372416,6372625,6373753,6374287,6374608,6374898,6378038,	0	Sf1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
918	NM_001113562	chr19	+	43753022	43768638	43753162	43768289	9	43753022,43755619,43758727,43759849,43760688,43762872,43764959,43767200,43768174,	43753220,43755691,43758787,43760059,43760724,43763006,43764987,43767306,43768638,	0	Cutc	cmpl	cmpl	0,1,1,1,1,1,0,1,2,
906	NM_183195	chr19	+	42147388	42151703	42147648	42148170	2	42147388,42150797,	42149559,42151703,	0	Marveld1	cmpl	cmpl	0,-1,
897	NR_155302	chr19	-	41005012	41011678	41011678	41011678	3	41005012,41006377,41008353,	41006109,41006572,41011678,	0	C330026H20Rik	unk	unk	-1,-1,-1,
1016	NR_153440	chr19	-	56529160	56548122	56548122	56548122	10	56529160,56531216,56537127,56538296,56540181,56541504,56542632,56544014,56546636,56547973,	56529662,56531358,56537282,56538442,56540291,56541623,56542766,56545646,56547703,56548122,	0	Dclre1a	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1016	NR_153439	chr19	-	56529160	56548122	56548122	56548122	10	56529160,56531216,56537127,56538296,56540181,56541504,56542632,56544014,56546636,56547973,	56529662,56531358,56537282,56538442,56540291,56541623,56542766,56544907,56547703,56548122,	0	Dclre1a	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
928	NR_155547	chr19	+	45047575	45056383	45056383	45056383	11	45047575,45049103,45049743,45050231,45050649,45050875,45052095,45052410,45053669,45054301,45054604,	45047890,45049267,45049914,45050326,45050725,45050961,45052223,45052460,45053719,45054349,45056383,	0	Sfxn3	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
851	NM_183046	chr19	+	34922357	34975750	34924625	34975570	32	34922357,34924624,34928860,34929026,34929683,34931554,34934413,34934907,34935625,34936776,34936937,34937313,34938252,34939787,34940092,34941212,34942507,34947583,34949740,34951490,34952870,34954711,34955950,34957416,34959415,34966046,34968115,34969919,34972396,34972858,34974427,34975492,	34922433,34924772,34928947,34929143,34929822,34931739,34934450,34935132,34935737,34936848,34937084,34937473,34938540,34939927,34940231,34941441,34942542,34947725,34950974,34951629,34952990,34954772,34956076,34957544,34959571,34966223,34968226,34970117,34972498,34973009,34974570,34975750,	0	Kif20b	cmpl	cmpl	-1,0,0,0,0,1,0,1,1,2,2,2,0,0,2,0,1,0,1,2,0,0,1,1,0,0,0,0,0,0,1,0,
84	NM_152220	chr19	-	11777484	11819403	11781596	11818721	11	11777484,11781566,11783025,11785389,11785684,11786524,11788168,11789556,11791745,11803493,11818691,	11779173,11781680,11783136,11785524,11785758,11786633,11788236,11789631,11791845,11803577,11819403,	0	Stx3	cmpl	cmpl	-1,0,0,0,1,0,1,1,0,0,0,
616	NR_153659	chr19	-	4156791	4163383	4163383	4163383	14	4156791,4157481,4157681,4157878,4158065,4158609,4159002,4159226,4159402,4161067,4162259,4162602,4162821,4163167,	4157199,4157594,4157789,4157956,4158363,4158919,4159093,4159327,4159460,4161215,4162328,4162723,4162862,4163383,	0	Rps6kb2	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
918	NM_144874	chr19	-	43733253	43753000	43736720	43752911	9	43733253,43738036,43739836,43741832,43743616,43746735,43748789,43751343,43752821,	43736852,43738150,43739991,43741914,43743784,43746922,43748912,43751534,43753000,	0	Cox15	cmpl	cmpl	0,0,1,0,0,2,2,0,0,
814	NM_144873	chr19	+	30030512	30093724	30030778	30092864	16	30030512,30039063,30056234,30071242,30073893,30075083,30078013,30078539,30079838,30082733,30086245,30087175,30088478,30089185,30092040,30092717,	30030931,30039297,30056494,30071461,30074003,30075270,30078137,30078647,30079943,30082840,30086408,30087316,30088575,30089343,30092139,30093724,	0	Uhrf2	cmpl	cmpl	0,0,0,2,2,1,2,0,0,0,2,0,0,1,0,0,
850	NR_029783	chr19	-	34820686	34820773	34820773	34820773	1	34820686,	34820773,	0	Mir107	unk	unk	-1,
78	NR_155264	chr19	-	5758426	5771419	5771419	5771419	16	5758426,5758799,5759270,5759664,5759980,5760532,5760712,5761652,5764668,5765309,5766157,5769468,5769720,5770202,5770722,5771219,	5758696,5759146,5759342,5759804,5760145,5760608,5760901,5761808,5764782,5765417,5766316,5769624,5769811,5770552,5770863,5771419,	0	Scyl1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
89	NM_181348	chr19	+	16956117	17223932	16956256	17220814	20	16956117,16999938,17003621,17006621,17016207,17020558,17113586,17118042,17124937,17168262,17178789,17193255,17199112,17199780,17201641,17208230,17211677,17212291,17216325,17220783,	16956292,17000043,17003824,17006785,17016357,17020653,17113742,17124592,17125703,17168342,17178990,17193429,17199215,17199912,17201728,17208329,17211713,17212330,17216373,17223932,	0	Prune2	cmpl	cmpl	0,0,0,2,1,1,0,0,1,2,1,1,1,2,2,2,2,2,2,2,
706	NM_198019	chr19	-	15955772	15984989	15955839	15984880	15	15955772,15959531,15960942,15962371,15969071,15970532,15970895,15974355,15974887,15976248,15978780,15981091,15981464,15981627,15984612,	15956403,15959700,15961109,15962449,15969200,15970578,15971031,15974467,15974952,15976362,15978955,15981195,15981537,15981800,15984989,	0	Cep78	cmpl	cmpl	0,2,0,0,0,2,1,0,1,1,0,1,0,1,0,
661	NR_073181	chr19	+	9980599	9985111	9985111	9985111	5	9980599,9982367,9984180,9984559,9984780,	9980890,9982983,9984327,9984685,9985111,	0	Fth1	unk	unk	-1,-1,-1,-1,-1,
652	NM_176843	chr19	+	8892986	8897890	8893068	8897735	2	8892986,8894758,	8893148,8897890,	0	Ints5	cmpl	cmpl	0,2,
616	NR_153660	chr19	-	4156791	4163383	4163383	4163383	14	4156791,4157481,4157681,4157878,4158065,4158609,4159002,4159226,4159402,4159565,4161067,4162259,4162602,4163167,	4157199,4157594,4157789,4157956,4158128,4158919,4159093,4159327,4159460,4159705,4161215,4162328,4162723,4163383,	0	Rps6kb2	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
727	NM_177640	chr19	+	18713235	18718428	18713323	18717374	2	18713235,18717221,	18713659,18718428,	0	D030056L22Rik	cmpl	cmpl	0,0,
904	NM_199447	chr19	-	41862850	41896153	41863206	41896077	34	41862850,41865171,41865520,41866705,41868769,41870809,41871134,41871421,41871732,41872908,41873742,41874235,41874528,41874716,41876534,41877100,41877335,41877783,41878028,41880101,41880358,41882158,41883422,41883712,41885646,41886086,41886799,41887010,41889765,41890068,41891083,41892537,41895147,41895938,	41863312,41865254,41865588,41866772,41868819,41870935,41871304,41871589,41871824,41873066,41873850,41874341,41874609,41874875,41876628,41877168,41877490,41877946,41878093,41880223,41880501,41882273,41883520,41883824,41885738,41886185,41886927,41887149,41889882,41890174,41891160,41892621,41895377,41896153,	0	Rrp12	cmpl	cmpl	2,0,1,0,1,1,2,2,0,1,1,0,0,0,2,0,1,0,1,2,0,2,0,2,0,0,1,0,0,2,0,0,1,0,
95	NM_174857	chr19	-	23302608	23448322	23303621	23448058	14	23302608,23303811,23310761,23330885,23333990,23350598,23353303,23359149,23363709,23373917,23377265,23378662,23447579,23448024,	23303686,23303896,23311021,23331038,23334084,23350864,23353447,23359243,23363966,23374055,23377350,23378934,23447693,23448322,	0	Mamdc2	cmpl	cmpl	1,0,1,1,0,1,1,0,1,1,0,1,1,0,
669	NR_102366	chr19	-	11047611	11050566	11050566	11050566	3	11047611,11048278,11050387,	11048093,11048392,11050566,	0	AW112010	unk	unk	-1,-1,-1,
631	NM_001081041	chr19	-	6067841	6077187	6068114	6077178	10	6067841,6068854,6069025,6069464,6069857,6070438,6071265,6071561,6076362,6076950,	6068375,6068942,6069147,6069683,6070073,6071156,6071485,6071708,6076492,6077187,	0	Vps51	cmpl	cmpl	0,2,0,0,0,2,1,1,0,0,
1046	NM_201615	chr19	-	60466732	60468304	60467013	60468126	1	60466732,	60468304,	0	Prlhr	cmpl	cmpl	0,
681	NM_001013762	chr19	+	12600015	12627616	12613483	12627116	6	12600015,12613465,12618325,12623603,12624542,12626713,	12600183,12613561,12618433,12623730,12624717,12627616,	0	Gm4952	cmpl	cmpl	-1,0,0,0,1,2,
789	NR_045306	chr19	-	26768800	26823907	26823907	26823907	4	26768800,26775037,26775919,26823847,	26769103,26775155,26776106,26823907,	0	4931403E22Rik	unk	unk	-1,-1,-1,-1,
810	NR_015567	chr19	-	29503662	29521987	29521987	29521987	4	29503662,29510148,29520847,29521889,	29505578,29510329,29520969,29521987,	0	A930007I19Rik	unk	unk	-1,-1,-1,-1,
920	NM_001001446	chr19	-	44005021	44029247	44005440	44029187	9	44005021,44007023,44012282,44013575,44014903,44015665,44016735,44021561,44029007,	44005622,44007165,44012470,44013717,44015080,44015826,44016885,44021724,44029247,	0	Cyp2c23	cmpl	cmpl	1,0,1,0,0,1,1,0,0,
808	NM_008413	chr19	+	29251802	29313092	29262207	29311848	25	29251802,29252436,29262182,29271350,29275001,29276749,29282316,29283541,29284836,29286300,29287900,29288673,29291166,29294855,29295641,29296509,29298292,29298587,29299478,29300908,29301611,29301898,29309594,29310927,29311740,	29252118,29252519,29262433,29271474,29275119,29276895,29282638,29283661,29284994,29286412,29288087,29288801,29291301,29294943,29295769,29296648,29298444,29298738,29299615,29301098,29301736,29302071,29309712,29311041,29313092,	0	Jak2	cmpl	cmpl	-1,-1,0,1,2,0,2,0,0,2,0,1,0,0,1,0,1,0,1,0,1,0,2,0,0,
793	NR_167734	chr19	+	27344748	27356409	27356409	27356409	4	27344748,27347276,27350259,27356251,	27344855,27347545,27350310,27356409,	0	Gm35554	unk	unk	-1,-1,-1,-1,
107	NM_001163471	chr19	+	36554638	36621135	36554783	36618844	21	36554638,36569372,36583935,36584895,36585443,36587365,36595208,36597076,36598886,36599595,36601428,36604249,36605167,36606385,36609264,36611363,36612143,36612316,36614347,36615499,36618723,	36554915,36569502,36584074,36584998,36585533,36587430,36595254,36597186,36599035,36599719,36601528,36604357,36605300,36606474,36609423,36611438,36612231,36612423,36614463,36615643,36621135,	0	Hectd2	cmpl	cmpl	0,0,1,2,0,0,2,0,2,1,2,0,0,1,0,0,0,1,0,2,2,
660	NR_168100	chr19	+	9899677	9902661	9902661	9902661	4	9899677,9900867,9901697,9902516,	9900020,9901077,9901792,9902661,	0	Gm50340	unk	unk	-1,-1,-1,-1,
